35.249247,128.871639
35.247411,128.873605
35.2617277,128.8741435
35.247076,128.872461
35.241185,128.8773341
35.228923,128.889096
35.21492806,128.887706
35.232047,128.886201
35.22822376,128.8927683
35.23016412,128.881197
35.23031124,128.887997
35.230042,128.883599
35.21625614,128.887442
35.22919978,128.8808019
35.231157,128.883194
35.23136339,128.8888521
35.229709,128.886819
35.238395,128.888847
35.23729547,128.8831549
35.24116236,128.9162772
35.247822,128.905473
35.24759769,128.9048061
35.24783964,128.913087
35.24429473,128.913552
35.23992022,128.9184581
35.241962,128.9135625
35.24668073,128.9062654
35.24279985,128.9157621
35.25322025,128.909625
35.25013797,128.906406
35.25001984,128.9091648
35.24694033,128.9126562
35.247426,128.904531
35.24422,128.910958
35.237171,128.918156
35.251273,128.904102
35.250827,128.9042924
35.25006748,128.9054571
35.249668,128.904737
35.221221,128.929263
35.229206,128.924949
35.225847,128.928344
35.22821838,128.9248732
35.22806761,128.9216583
35.235895,128.920171
35.2256207,128.9263757
35.23155552,128.9224303
35.22455422,128.927039
35.21833109,128.9182616
35.228898,128.923542
35.235763,128.922267
35.232005,128.920409
35.266709,128.863309
35.24133,128.878368
35.24829881,128.871805
35.23980826,128.8819783
34.943825,127.503548
34.943699,127.503311
34.94571,127.496186
34.945342,127.496101
34.944965,127.49627
34.94501,127.49427
34.945362,127.495347
36.88374,126.77021
35.278429,128.705271
35.2752074,128.7030402
35.2767359,128.7020588
35.2702233,128.6623164
35.2744781,128.6743726
35.2692961,128.6714532
35.2762061,128.6569141
35.2727763,128.6447152
35.2699014,128.6316985
35.29909,128.673324
35.29909,128.673324
35.29909,128.673324
35.29909,128.673324
35.299985,128.670563
35.299985,128.670563
35.299985,128.670563
35.299985,128.670563
35.278975,128.690725
35.279642,128.687986
35.288243,128.698719
35.288243,128.698719
35.27916,128.697841
35.27916,128.697841
35.27916,128.697841
35.317631,128.661673
35.317631,128.661673
35.278389,128.684594
35.278389,128.684594
35.274962,128.705334
35.274962,128.705334
35.276348,128.704962
35.276348,128.704962
35.279027,128.684194
35.279027,128.684194
35.276071,128.701775
35.351198,128.656788
35.5152286,126.6894837
35.4593696,126.5409872
35.4374452,126.6297279
35.5017423,126.5861846
35.5039999,126.5857162
35.5038077,126.5897736
35.527716,126.5939121
35.523995,126.551514
35.3649969,126.6463988
35.5395736,126.7411508
35.5131567,126.6745694
35.5460066,126.6740875
35.4146549,126.5614741
35.3385809,126.5998772
35.339645,126.6009402
35.377676,126.5122027
35.4372312,126.698694
35.438405,126.6956233
35.4359504,126.6974338
35.4359215,126.6955917
35.4332329,126.6970183
35.4317835,126.6970934
35.4285534,126.6966147
35.4319241,126.7023661
35.4309341,126.6996521
35.4321011,126.6982083
35.4324257,126.6996424
35.4329187,126.7008954
35.4328488,126.6996829
35.4330088,126.6984701
35.4329883,126.6992402
35.4361971,126.7152413
35.4463707,126.6772272
35.446229,126.6735926
35.4373654,126.7036236
35.5251572,126.7023873
35.5370819,126.715465
35.5297509,126.7195578
35.4818492,126.5168427
35.4474108,126.6396681
35.4653855,126.6388631
35.548623,126.7299169
35.5352322,126.7217257
35.5063188,126.6463492
35.5378898,126.6541035
35.4147866,126.5471004
35.4424155,126.5294172
